,SCHOOL_ID,NRC_DESC,COUNTY_DESC,ITEM_SUBJECT_AREA,GRADE,SUBGROUP_NAME,TOTAL_TESTED,MEAN_SCALE_SCORE_2017,MEAN_SCALE_SCORE_2018,MEAN_SCALE_SCORE_2019
318737,PS 199 MAURICE A FITZGERALD (QUEENS),NYC,QUEENS,ELA,4,All Students,112,308,605,602
318751,PS 199 MAURICE A FITZGERALD (QUEENS),NYC,QUEENS,Mathematics,4,All Students,115,305,600,599
318765,PS 199 MAURICE A FITZGERALD (QUEENS),NYC,QUEENS,ELA,5,All Students,172,304,601,603
318779,PS 199 MAURICE A FITZGERALD (QUEENS),NYC,QUEENS,Mathematics,5,All Students,177,311,600,602
318793,ELM TREE ELEMENTARY SCHOOL (QUEENS),NYC,QUEENS,ELA,3,All Students,58,318,592,602
318804,ELM TREE ELEMENTARY SCHOOL (QUEENS),NYC,QUEENS,Mathematics,3,All Students,60,316,590,607
318815,PS 229 EMANUEL KAPLAN (QUEENS),NYC,QUEENS,ELA,3,All Students,226,320,604,608
318829,PS 229 EMANUEL KAPLAN (QUEENS),NYC,QUEENS,Mathematics,3,All Students,226,319,602,607
318843,PS 229 EMANUEL KAPLAN (QUEENS),NYC,QUEENS,ELA,4,All Students,231,321,606,602
318857,PS 229 EMANUEL KAPLAN (QUEENS),NYC,QUEENS,Mathematics,4,All Students,234,327,607,607
318871,PS 229 EMANUEL KAPLAN (QUEENS),NYC,QUEENS,ELA,5,All Students,218,326,609,607
318885,PS 229 EMANUEL KAPLAN (QUEENS),NYC,QUEENS,Mathematics,5,All Students,225,333,608,606
318899,PS 239 (QUEENS),NYC,QUEENS,ELA,3,All Students,81,295,598,593
318913,PS 239 (QUEENS),NYC,QUEENS,Mathematics,3,All Students,84,285,593,590
318927,PS 239 (QUEENS),NYC,QUEENS,ELA,4,All Students,78,298,598,600
318940,PS 239 (QUEENS),NYC,QUEENS,Mathematics,4,All Students,82,290,595,595
318953,PS 239 (QUEENS),NYC,QUEENS,ELA,5,All Students,74,298,598,596
318966,PS 239 (QUEENS),NYC,QUEENS,Mathematics,5,All Students,76,308,595,594
318979,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS (QUEENS),NYC,QUEENS,ELA,3,All Students,92,331,609,609
318993,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS (QUEENS),NYC,QUEENS,Mathematics,3,All Students,94,324,605,605
319007,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS (QUEENS),NYC,QUEENS,ELA,4,All Students,84,331,610,607
319021,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS (QUEENS),NYC,QUEENS,Mathematics,4,All Students,82,343,615,618
319035,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS (QUEENS),NYC,QUEENS,ELA,5,All Students,74,320,616,608
319049,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS (QUEENS),NYC,QUEENS,Mathematics,5,All Students,74,321,614,614
319063,LEARNERS AND LEADERS (QUEENS),NYC,QUEENS,ELA,3,All Students,62,304,602,598
319076,LEARNERS AND LEADERS (QUEENS),NYC,QUEENS,Mathematics,3,All Students,63,307,603,602
319089,LEARNERS AND LEADERS (QUEENS),NYC,QUEENS,ELA,4,All Students,73,303,605,599
319102,LEARNERS AND LEADERS (QUEENS),NYC,QUEENS,Mathematics,4,All Students,73,308,603,601
319115,LEARNERS AND LEADERS (QUEENS),NYC,QUEENS,ELA,5,All Students,71,304,605,598
319129,LEARNERS AND LEADERS (QUEENS),NYC,QUEENS,Mathematics,5,All Students,73,316,602,606
319143,PIONEER ACADEMY (QUEENS),NYC,QUEENS,ELA,3,All Students,140,300,594,594
319156,PIONEER ACADEMY (QUEENS),NYC,QUEENS,Mathematics,3,All Students,143,305,599,597
319169,PIONEER ACADEMY (QUEENS),NYC,QUEENS,ELA,4,All Students,147,300,595,592
319182,PIONEER ACADEMY (QUEENS),NYC,QUEENS,Mathematics,4,All Students,149,303,601,595
319195,PIONEER ACADEMY (QUEENS),NYC,QUEENS,ELA,5,All Students,138,296,601,597
319209,PIONEER ACADEMY (QUEENS),NYC,QUEENS,Mathematics,5,All Students,138,302,597,606
319223,CORONA ARTS AND SCIENCES ACADEMY (QUEENS),NYC,QUEENS,ELA,6,All Students,162,290,591,587
319236,CORONA ARTS AND SCIENCES ACADEMY (QUEENS),NYC,QUEENS,Mathematics,6,All Students,161,294,589,592
319249,CORONA ARTS AND SCIENCES ACADEMY (QUEENS),NYC,QUEENS,ELA,7,All Students,303,306,596,593
319261,CORONA ARTS AND SCIENCES ACADEMY (QUEENS),NYC,QUEENS,Mathematics,7,All Students,312,299,593,588
319273,CORONA ARTS AND SCIENCES ACADEMY (QUEENS),NYC,QUEENS,ELA,8,All Students,280,309,599,596
319285,CORONA ARTS AND SCIENCES ACADEMY (QUEENS),NYC,QUEENS,Mathematics,8,All Students,285,296,602,596
319297,CENTRAL QUEENS ACADEMY CHARTER SCHOOL (QUEENS),Charters,QUEENS,ELA,5,All Students,109,313,609,604
319311,CENTRAL QUEENS ACADEMY CHARTER SCHOOL (QUEENS),Charters,QUEENS,Mathematics,5,All Students,109,324,607,607
319325,CENTRAL QUEENS ACADEMY CHARTER SCHOOL (QUEENS),Charters,QUEENS,ELA,6,All Students,103,316,611,610
319339,CENTRAL QUEENS ACADEMY CHARTER SCHOOL (QUEENS),Charters,QUEENS,Mathematics,6,All Students,103,326,613,611
319353,CENTRAL QUEENS ACADEMY CHARTER SCHOOL (QUEENS),Charters,QUEENS,ELA,7,All Students,100,327,612,615
319366,CENTRAL QUEENS ACADEMY CHARTER SCHOOL (QUEENS),Charters,QUEENS,Mathematics,7,All Students,100,334,612,617
319379,CENTRAL QUEENS ACADEMY CHARTER SCHOOL (QUEENS),Charters,QUEENS,ELA,8,All Students,100,331,613,613
319392,CENTRAL QUEENS ACADEMY CHARTER SCHOOL (QUEENS),Charters,QUEENS,Mathematics,8,All Students,100,333,622,620
319405,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL (QUEENS),Charters,QUEENS,ELA,6,All Students,143,313,603,603
319418,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL (QUEENS),Charters,QUEENS,Mathematics,6,All Students,145,323,606,603
319431,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL (QUEENS),Charters,QUEENS,ELA,7,All Students,126,325,607,606
319445,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL (QUEENS),Charters,QUEENS,Mathematics,7,All Students,127,329,614,611
319459,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL (QUEENS),Charters,QUEENS,ELA,8,All Students,120,316,612,612
319664,PS 20 JOHN BOWNE (QUEENS),NYC,QUEENS,ELA,3,All Students,151,318,602,602
319678,PS 20 JOHN BOWNE (QUEENS),NYC,QUEENS,Mathematics,3,All Students,156,326,606,604
319692,PS 20 JOHN BOWNE (QUEENS),NYC,QUEENS,ELA,4,All Students,175,318,603,601
319706,PS 20 JOHN BOWNE (QUEENS),NYC,QUEENS,Mathematics,4,All Students,177,329,610,608
319720,PS 20 JOHN BOWNE (QUEENS),NYC,QUEENS,ELA,5,All Students,171,309,608,605
319734,PS 20 JOHN BOWNE (QUEENS),NYC,QUEENS,Mathematics,5,All Students,176,331,612,614
319748,PS 21 EDWARD HART (QUEENS),NYC,QUEENS,ELA,3,All Students,175,322,608,606
319762,PS 21 EDWARD HART (QUEENS),NYC,QUEENS,Mathematics,3,All Students,188,327,608,606
319776,PS 21 EDWARD HART (QUEENS),NYC,QUEENS,ELA,4,All Students,216,323,607,607
319791,PS 21 EDWARD HART (QUEENS),NYC,QUEENS,Mathematics,4,All Students,230,326,609,608
319806,PS 21 EDWARD HART (QUEENS),NYC,QUEENS,ELA,5,All Students,214,320,608,608
319821,PS 21 EDWARD HART (QUEENS),NYC,QUEENS,Mathematics,5,All Students,220,330,612,612
319836,PS 22 THOMAS JEFFERSON (QUEENS),NYC,QUEENS,ELA,3,All Students,139,321,604,606
319850,PS 22 THOMAS JEFFERSON (QUEENS),NYC,QUEENS,Mathematics,3,All Students,145,331,611,609
319864,PS 22 THOMAS JEFFERSON (QUEENS),NYC,QUEENS,ELA,4,All Students,132,321,616,609
319877,PS 22 THOMAS JEFFERSON (QUEENS),NYC,QUEENS,Mathematics,4,All Students,137,329,617,613
319890,PS 22 THOMAS JEFFERSON (QUEENS),NYC,QUEENS,ELA,5,All Students,126,311,605,610
319903,PS 22 THOMAS JEFFERSON (QUEENS),NYC,QUEENS,Mathematics,5,All Students,131,329,609,615
319916,PS 24 ANDREW JACKSON (QUEENS),NYC,QUEENS,ELA,3,All Students,152,317,608,605
319930,PS 24 ANDREW JACKSON (QUEENS),NYC,QUEENS,Mathematics,3,All Students,158,322,609,608
319944,PS 24 ANDREW JACKSON (QUEENS),NYC,QUEENS,ELA,4,All Students,187,329,609,608
319957,PS 24 ANDREW JACKSON (QUEENS),NYC,QUEENS,Mathematics,4,All Students,200,336,610,615
319970,PS 24 ANDREW JACKSON (QUEENS),NYC,QUEENS,ELA,5,All Students,197,320,612,608
319984,PS 24 ANDREW JACKSON (QUEENS),NYC,QUEENS,Mathematics,5,All Students,204,337,618,618
319997,IS 25 ADRIEN BLOCK  (QUEENS),NYC,QUEENS,ELA,6,All Students,320,317,610,610
320012,IS 25 ADRIEN BLOCK  (QUEENS),NYC,QUEENS,Mathematics,6,All Students,325,325,608,609
320027,IS 25 ADRIEN BLOCK  (QUEENS),NYC,QUEENS,ELA,7,All Students,336,322,609,610
320042,IS 25 ADRIEN BLOCK  (QUEENS),NYC,QUEENS,Mathematics,7,All Students,347,322,611,610
320057,IS 25 ADRIEN BLOCK  (QUEENS),NYC,QUEENS,ELA,8,All Students,311,319,609,608
320072,IS 25 ADRIEN BLOCK  (QUEENS),NYC,QUEENS,Mathematics,8,All Students,301,325,614,612
320087,PS 29 (QUEENS),NYC,QUEENS,ELA,3,All Students,104,304,605,600
320101,PS 29 (QUEENS),NYC,QUEENS,Mathematics,3,All Students,105,299,602,599
320115,PS 29 (QUEENS),NYC,QUEENS,ELA,4,All Students,115,300,604,604
320129,PS 29 (QUEENS),NYC,QUEENS,Mathematics,4,All Students,115,303,605,607
320143,PS 29 (QUEENS),NYC,QUEENS,ELA,5,All Students,109,305,602,603
320156,PS 29 (QUEENS),NYC,QUEENS,Mathematics,5,All Students,110,308,600,607
320169,PS 32 STATE STREET (QUEENS),NYC,QUEENS,ELA,3,All Students,144,327,614,615
320183,PS 32 STATE STREET (QUEENS),NYC,QUEENS,Mathematics,3,All Students,143,333,615,610
320197,PS 32 STATE STREET (QUEENS),NYC,QUEENS,ELA,4,All Students,161,325,614,611
320211,PS 32 STATE STREET (QUEENS),NYC,QUEENS,Mathematics,4,All Students,164,329,612,613
320225,PS 32 STATE STREET (QUEENS),NYC,QUEENS,ELA,5,All Students,124,320,612,608
320239,PS 32 STATE STREET (QUEENS),NYC,QUEENS,Mathematics,5,All Students,128,334,612,612
320253,PS 79 FRANCIS LEWIS (QUEENS),NYC,QUEENS,ELA,3,All Students,172,332,616,614
320266,PS 79 FRANCIS LEWIS (QUEENS),NYC,QUEENS,Mathematics,3,All Students,173,334,612,613
320279,PS 79 FRANCIS LEWIS (QUEENS),NYC,QUEENS,ELA,4,All Students,178,336,615,616
320292,PS 79 FRANCIS LEWIS (QUEENS),NYC,QUEENS,Mathematics,4,All Students,177,332,613,613
320305,PS 79 FRANCIS LEWIS (QUEENS),NYC,QUEENS,ELA,5,All Students,175,323,613,610
320318,PS 79 FRANCIS LEWIS (QUEENS),NYC,QUEENS,Mathematics,5,All Students,178,335,610,613
320331,PS 107 THOMAS A DOOLEY (QUEENS),NYC,QUEENS,ELA,3,All Students,122,319,605,598
320344,PS 107 THOMAS A DOOLEY (QUEENS),NYC,QUEENS,Mathematics,3,All Students,122,318,605,596
320357,PS 107 THOMAS A DOOLEY (QUEENS),NYC,QUEENS,ELA,4,All Students,112,323,612,603
320371,PS 107 THOMAS A DOOLEY (QUEENS),NYC,QUEENS,Mathematics,4,All Students,115,318,609,606
320385,PS 107 THOMAS A DOOLEY (QUEENS),NYC,QUEENS,ELA,5,All Students,151,311,605,608
320398,PS 107 THOMAS A DOOLEY (QUEENS),NYC,QUEENS,Mathematics,5,All Students,155,321,610,609
320411,PS 120 (QUEENS),NYC,QUEENS,ELA,3,All Students,118,307,607,601
320423,PS 120 (QUEENS),NYC,QUEENS,Mathematics,3,All Students,123,317,609,607
320435,PS 120 (QUEENS),NYC,QUEENS,ELA,4,All Students,157,303,600,602
320448,PS 120 (QUEENS),NYC,QUEENS,Mathematics,4,All Students,165,318,604,610
320461,PS 120 (QUEENS),NYC,QUEENS,ELA,5,All Students,154,303,601,602
320474,PS 120 (QUEENS),NYC,QUEENS,Mathematics,5,All Students,158,329,610,611
320487,PS 129 PATRICIA LARKIN (QUEENS),NYC,QUEENS,ELA,3,All Students,164,325,613,612
320501,PS 129 PATRICIA LARKIN (QUEENS),NYC,QUEENS,Mathematics,3,All Students,170,330,614,612
320515,PS 129 PATRICIA LARKIN (QUEENS),NYC,QUEENS,ELA,4,All Students,177,318,607,607
320529,PS 129 PATRICIA LARKIN (QUEENS),NYC,QUEENS,Mathematics,4,All Students,182,316,611,611
320543,PS 129 PATRICIA LARKIN (QUEENS),NYC,QUEENS,ELA,5,All Students,178,314,605,605
320557,PS 129 PATRICIA LARKIN (QUEENS),NYC,QUEENS,Mathematics,5,All Students,182,324,607,609
320571,PS 130 (QUEENS),NYC,QUEENS,ELA,3,All Students,54,330,613,610
320585,PS 130 (QUEENS),NYC,QUEENS,Mathematics,3,All Students,54,336,615,610
320599,PS 154 (QUEENS),NYC,QUEENS,ELA,3,All Students,107,317,611,608
320614,PS 154 (QUEENS),NYC,QUEENS,Mathematics,3,All Students,110,315,604,604
320629,PS 154 (QUEENS),NYC,QUEENS,ELA,4,All Students,109,321,606,603
320644,PS 154 (QUEENS),NYC,QUEENS,Mathematics,4,All Students,110,320,603,600
320659,PS 154 (QUEENS),NYC,QUEENS,ELA,5,All Students,104,311,609,605
320674,PS 154 (QUEENS),NYC,QUEENS,Mathematics,5,All Students,105,319,607,596
320688,PS 163 FLUSHING HEIGHTS (QUEENS),NYC,QUEENS,ELA,3,All Students,112,313,608,606
320701,PS 163 FLUSHING HEIGHTS (QUEENS),NYC,QUEENS,Mathematics,3,All Students,118,330,610,609
320714,PS 163 FLUSHING HEIGHTS (QUEENS),NYC,QUEENS,ELA,4,All Students,94,325,608,607
320727,PS 163 FLUSHING HEIGHTS (QUEENS),NYC,QUEENS,Mathematics,4,All Students,107,338,611,615
320740,PS 163 FLUSHING HEIGHTS (QUEENS),NYC,QUEENS,ELA,5,All Students,107,321,611,604
320753,PS 163 FLUSHING HEIGHTS (QUEENS),NYC,QUEENS,Mathematics,5,All Students,109,339,617,616
320766,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,ELA,3,All Students,63,308,594,601
320779,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,Mathematics,3,All Students,63,309,600,597
320792,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,ELA,4,All Students,63,316,601,592
320806,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,Mathematics,4,All Students,64,311,600,599
320820,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,ELA,5,All Students,61,314,607,603
320834,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,Mathematics,5,All Students,64,311,606,600
320848,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,ELA,6,All Students,80,312,606,605
320862,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,Mathematics,6,All Students,80,318,602,604
320876,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,ELA,7,All Students,88,329,611,609
320890,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,Mathematics,7,All Students,87,329,610,606
320904,PS 164 QUEENS VALLEY (QUEENS),NYC,QUEENS,ELA,8,All Students,76,328,614,610
320918,PS 165 EDITH K BERGTRAUM (QUEENS),NYC,QUEENS,ELA,3,All Students,97,324,604,610
320933,PS 165 EDITH K BERGTRAUM (QUEENS),NYC,QUEENS,Mathematics,3,All Students,96,322,606,610
320948,PS 165 EDITH K BERGTRAUM (QUEENS),NYC,QUEENS,ELA,4,All Students,96,326,609,602
320962,PS 165 EDITH K BERGTRAUM (QUEENS),NYC,QUEENS,Mathematics,4,All Students,93,328,612,605
320976,PS 165 EDITH K BERGTRAUM (QUEENS),NYC,QUEENS,ELA,5,All Students,102,305,607,610
320990,PS 165 EDITH K BERGTRAUM (QUEENS),NYC,QUEENS,Mathematics,5,All Students,104,316,611,611
321004,PS 169 BAY TERRACE (QUEENS),NYC,QUEENS,ELA,3,All Students,60,310,604,603
321017,PS 169 BAY TERRACE (QUEENS),NYC,QUEENS,Mathematics,3,All Students,61,313,611,614
321030,PS 169 BAY TERRACE (QUEENS),NYC,QUEENS,ELA,4,All Students,56,324,609,601
321043,PS 169 BAY TERRACE (QUEENS),NYC,QUEENS,Mathematics,4,All Students,56,317,612,608
321056,PS 169 BAY TERRACE (QUEENS),NYC,QUEENS,ELA,5,All Students,67,311,611,604
321069,PS 169 BAY TERRACE (QUEENS),NYC,QUEENS,Mathematics,5,All Students,64,326,613,618
321082,PS 184 FLUSHING MANOR (QUEENS),NYC,QUEENS,ELA,3,All Students,73,323,608,606
321095,PS 184 FLUSHING MANOR (QUEENS),NYC,QUEENS,Mathematics,3,All Students,74,336,605,609
321108,PS 184 FLUSHING MANOR (QUEENS),NYC,QUEENS,ELA,4,All Students,75,328,614,614
321121,PS 184 FLUSHING MANOR (QUEENS),NYC,QUEENS,Mathematics,4,All Students,77,331,612,617
321134,PS 184 FLUSHING MANOR (QUEENS),NYC,QUEENS,ELA,5,All Students,81,328,613,612
321147,PS 184 FLUSHING MANOR (QUEENS),NYC,QUEENS,Mathematics,5,All Students,82,344,616,613
321160,JHS 185 EDWARD BLEEKER (QUEENS),NYC,QUEENS,ELA,6,All Students,497,317,606,606
321175,JHS 185 EDWARD BLEEKER (QUEENS),NYC,QUEENS,Mathematics,6,All Students,506,332,611,613
321190,JHS 185 EDWARD BLEEKER (QUEENS),NYC,QUEENS,ELA,7,All Students,471,323,610,609
321205,JHS 185 EDWARD BLEEKER (QUEENS),NYC,QUEENS,Mathematics,7,All Students,480,335,614,613
321220,JHS 185 EDWARD BLEEKER (QUEENS),NYC,QUEENS,ELA,8,All Students,468,323,610,609
321236,JHS 185 EDWARD BLEEKER (QUEENS),NYC,QUEENS,Mathematics,8,All Students,205,313,609,602
321251,JHS 189 DANIEL CARTER BEARD (QUEENS),NYC,QUEENS,ELA,6,All Students,241,302,598,595
321265,JHS 189 DANIEL CARTER BEARD (QUEENS),NYC,QUEENS,Mathematics,6,All Students,251,321,607,606
321279,JHS 189 DANIEL CARTER BEARD (QUEENS),NYC,QUEENS,ELA,7,All Students,248,309,600,600
321293,JHS 189 DANIEL CARTER BEARD (QUEENS),NYC,QUEENS,Mathematics,7,All Students,253,324,607,607
321307,JHS 189 DANIEL CARTER BEARD (QUEENS),NYC,QUEENS,ELA,8,All Students,238,314,603,598
321322,JHS 189 DANIEL CARTER BEARD (QUEENS),NYC,QUEENS,Mathematics,8,All Students,117,298,603,593
321335,PS 193 ALFRED J KENNEDY (QUEENS),NYC,QUEENS,ELA,3,All Students,64,325,605,611
321349,PS 193 ALFRED J KENNEDY (QUEENS),NYC,QUEENS,Mathematics,3,All Students,64,329,608,614
321363,PS 193 ALFRED J KENNEDY (QUEENS),NYC,QUEENS,ELA,4,All Students,65,326,611,603
321377,PS 193 ALFRED J KENNEDY (QUEENS),NYC,QUEENS,Mathematics,4,All Students,68,329,617,610
321391,PS 193 ALFRED J KENNEDY (QUEENS),NYC,QUEENS,ELA,5,All Students,87,322,611,610
321404,PS 193 ALFRED J KENNEDY (QUEENS),NYC,QUEENS,Mathematics,5,All Students,87,339,621,618
321417,JHS 194 WILLIAM CARR (QUEENS),NYC,QUEENS,ELA,6,All Students,419,314,607,607
321433,JHS 194 WILLIAM CARR (QUEENS),NYC,QUEENS,Mathematics,6,All Students,415,322,610,608
321449,JHS 194 WILLIAM CARR (QUEENS),NYC,QUEENS,ELA,7,All Students,403,323,609,610
321464,JHS 194 WILLIAM CARR (QUEENS),NYC,QUEENS,Mathematics,7,All Students,409,327,610,612
321479,JHS 194 WILLIAM CARR (QUEENS),NYC,QUEENS,ELA,8,All Students,373,320,609,607
321494,JHS 194 WILLIAM CARR (QUEENS),NYC,QUEENS,Mathematics,8,All Students,352,313,612,613
321509,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE) (QUEENS),NYC,QUEENS,ELA,3,All Students,65,300,598,596
321522,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE) (QUEENS),NYC,QUEENS,Mathematics,3,All Students,71,287,596,596
321536,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE) (QUEENS),NYC,QUEENS,ELA,4,All Students,61,299,594,602
321549,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE) (QUEENS),NYC,QUEENS,Mathematics,4,All Students,59,300,592,607
321562,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE) (QUEENS),NYC,QUEENS,ELA,5,All Students,63,295,598,601
321575,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE) (QUEENS),NYC,QUEENS,Mathematics,5,All Students,62,292,594,602
321588,PS 209 CLEARVIEW GARDENS (QUEENS),NYC,QUEENS,ELA,3,All Students,72,329,614,613
321602,PS 209 CLEARVIEW GARDENS (QUEENS),NYC,QUEENS,Mathematics,3,All Students,71,334,615,619
321616,PS 209 CLEARVIEW GARDENS (QUEENS),NYC,QUEENS,ELA,4,All Students,78,324,610,609
321630,PS 209 CLEARVIEW GARDENS (QUEENS),NYC,QUEENS,Mathematics,4,All Students,77,330,612,616
321644,PS 209 CLEARVIEW GARDENS (QUEENS),NYC,QUEENS,ELA,5,All Students,78,330,610,613
321658,PS 209 CLEARVIEW GARDENS (QUEENS),NYC,QUEENS,Mathematics,5,All Students,80,344,614,613
321672,PS 214 CADWALLADER COLDEN (QUEENS),NYC,QUEENS,ELA,3,All Students,51,329,613,599
321685,PS 214 CADWALLADER COLDEN (QUEENS),NYC,QUEENS,Mathematics,3,All Students,54,326,613,605
321698,PS 214 CADWALLADER COLDEN (QUEENS),NYC,QUEENS,ELA,4,All Students,91,320,608,608
321712,PS 214 CADWALLADER COLDEN (QUEENS),NYC,QUEENS,Mathematics,4,All Students,93,332,610,612
321726,PS 214 CADWALLADER COLDEN (QUEENS),NYC,QUEENS,ELA,5,All Students,106,317,608,610
321740,PS 214 CADWALLADER COLDEN (QUEENS),NYC,QUEENS,Mathematics,5,All Students,106,331,617,618
321754,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,ELA,3,All Students,50,310,606,607
321767,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,Mathematics,3,All Students,48,313,603,602
321780,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,ELA,4,All Students,51,305,602,608
321794,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,Mathematics,4,All Students,54,303,608,607
321808,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,ELA,5,All Students,54,306,596,600
321822,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,Mathematics,5,All Students,56,323,606,609
321836,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,ELA,6,All Students,57,307,607,605
321850,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,Mathematics,6,All Students,57,330,610,609
321864,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,ELA,7,All Students,68,323,604,606
321878,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,Mathematics,7,All Students,69,324,605,611
321892,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,ELA,8,All Students,61,321,609,605
321906,PS 219 PAUL KLAPPER (QUEENS),NYC,QUEENS,Mathematics,8,All Students,-,278,593,-
321907,IS 237  (QUEENS),NYC,QUEENS,ELA,6,All Students,408,307,602,605
321922,IS 237  (QUEENS),NYC,QUEENS,Mathematics,6,All Students,420,326,611,613
321937,IS 237  (QUEENS),NYC,QUEENS,ELA,7,All Students,408,314,604,604
321952,IS 237  (QUEENS),NYC,QUEENS,Mathematics,7,All Students,425,330,612,613
321967,IS 237  (QUEENS),NYC,QUEENS,ELA,8,All Students,452,315,603,602
321982,IS 237  (QUEENS),NYC,QUEENS,Mathematics,8,All Students,446,328,615,616
321997,PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL (QUEENS),NYC,QUEENS,ELA,3,All Students,57,329,611,610
322011,PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL (QUEENS),NYC,QUEENS,Mathematics,3,All Students,58,342,615,612
322025,ACTIVE LEARNING ELEMENTARY SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,3,All Students,75,334,617,615
322039,ACTIVE LEARNING ELEMENTARY SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,3,All Students,73,339,615,613
322053,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,6,All Students,96,294,599,593
322068,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,6,All Students,101,288,593,594
322083,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,7,All Students,118,302,600,597
322098,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,7,All Students,121,305,597,595
322113,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,8,All Students,121,301,599,599
322128,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,8,All Students,126,295,603,602
322143,BELL ACADEMY (QUEENS),NYC,QUEENS,ELA,6,All Students,126,321,610,617
322158,BELL ACADEMY (QUEENS),NYC,QUEENS,Mathematics,6,All Students,128,326,607,612
322173,BELL ACADEMY (QUEENS),NYC,QUEENS,ELA,7,All Students,123,333,614,612
322187,BELL ACADEMY (QUEENS),NYC,QUEENS,Mathematics,7,All Students,126,332,613,609
322201,BELL ACADEMY (QUEENS),NYC,QUEENS,ELA,8,All Students,72,337,617,612
322215,BELL ACADEMY (QUEENS),NYC,QUEENS,Mathematics,8,All Students,7,291,579,590
322224,QUEENS SCHOOL OF INQUIRY (THE) (QUEENS),NYC,QUEENS,ELA,6,All Students,79,303,604,602
322239,QUEENS SCHOOL OF INQUIRY (THE) (QUEENS),NYC,QUEENS,Mathematics,6,All Students,77,303,599,600
322254,QUEENS SCHOOL OF INQUIRY (THE) (QUEENS),NYC,QUEENS,ELA,7,All Students,78,306,608,607
322268,QUEENS SCHOOL OF INQUIRY (THE) (QUEENS),NYC,QUEENS,Mathematics,7,All Students,78,294,602,600
322282,QUEENS SCHOOL OF INQUIRY (THE) (QUEENS),NYC,QUEENS,ELA,8,All Students,85,309,602,606
322296,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES (QUEENS),NYC,QUEENS,ELA,6,All Students,104,325,611,609
