,SCHOOL_ID,NRC_DESC,COUNTY_DESC,ITEM_SUBJECT_AREA,GRADE,SUBGROUP_NAME,TOTAL_TESTED,MEAN_SCALE_SCORE_2017,MEAN_SCALE_SCORE_2018,MEAN_SCALE_SCORE_2019
315124,PS 377 ALEJANDRINA B DE GAUTIER (KINGS),NYC,KINGS,ELA,5,All Students,30,280,581,597
315135,PS 377 ALEJANDRINA B DE GAUTIER (KINGS),NYC,KINGS,Mathematics,5,All Students,30,276,575,585
315146,JHS 383 PHILIPPA SCHUYLER (KINGS),NYC,KINGS,ELA,5,All Students,28,319,610,609
315158,JHS 383 PHILIPPA SCHUYLER (KINGS),NYC,KINGS,Mathematics,5,All Students,28,332,613,616
315170,JHS 383 PHILIPPA SCHUYLER (KINGS),NYC,KINGS,ELA,6,All Students,283,311,608,604
315185,JHS 383 PHILIPPA SCHUYLER (KINGS),NYC,KINGS,Mathematics,6,All Students,281,305,601,602
315200,JHS 383 PHILIPPA SCHUYLER (KINGS),NYC,KINGS,ELA,7,All Students,251,317,606,605
315216,JHS 383 PHILIPPA SCHUYLER (KINGS),NYC,KINGS,Mathematics,7,All Students,250,306,602,602
315232,JHS 383 PHILIPPA SCHUYLER (KINGS),NYC,KINGS,ELA,8,All Students,259,324,609,606
315246,JHS 383 PHILIPPA SCHUYLER (KINGS),NYC,KINGS,Mathematics,8,All Students,258,300,604,606
315260,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,ELA,3,All Students,39,289,592,585
315272,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,Mathematics,3,All Students,39,288,582,586
315284,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,ELA,4,All Students,46,278,588,588
315296,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,Mathematics,4,All Students,48,264,589,591
315308,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,ELA,5,All Students,53,283,585,590
315320,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,Mathematics,5,All Students,55,287,581,587
315332,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,ELA,6,All Students,48,295,589,584
315344,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,Mathematics,6,All Students,47,279,586,585
315356,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,ELA,7,All Students,51,306,596,586
315368,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,Mathematics,7,All Students,53,280,592,586
315380,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,ELA,8,All Students,53,306,602,599
315392,PS/IS 384 FRANCES E CARTER (KINGS),NYC,KINGS,Mathematics,8,All Students,58,288,593,601
315404,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION (KINGS),NYC,KINGS,ELA,6,All Students,105,276,595,587
315417,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION (KINGS),NYC,KINGS,Mathematics,6,All Students,108,265,588,588
315430,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION (KINGS),NYC,KINGS,ELA,7,All Students,109,296,592,595
315443,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION (KINGS),NYC,KINGS,Mathematics,7,All Students,116,275,589,590
315456,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION (KINGS),NYC,KINGS,ELA,8,All Students,109,291,591,596
315469,ALL CITY LEADERSHIP SECONDARY SCHOOL (KINGS),NYC,KINGS,ELA,6,All Students,56,336,619,618
315481,ALL CITY LEADERSHIP SECONDARY SCHOOL (KINGS),NYC,KINGS,Mathematics,6,All Students,56,336,619,617
315493,ALL CITY LEADERSHIP SECONDARY SCHOOL (KINGS),NYC,KINGS,ELA,7,All Students,58,342,621,623
315505,ALL CITY LEADERSHIP SECONDARY SCHOOL (KINGS),NYC,KINGS,Mathematics,7,All Students,58,346,618,619
315517,ALL CITY LEADERSHIP SECONDARY SCHOOL (KINGS),NYC,KINGS,ELA,8,All Students,59,340,622,622
315529,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,3,All Students,99,323,607,613
315543,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,3,All Students,100,345,622,619
315557,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,4,All Students,108,322,606,605
315569,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,4,All Students,108,334,614,615
315581,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,5,All Students,104,315,611,606
315593,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,5,All Students,105,329,616,618
315605,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,6,All Students,98,330,612,606
315617,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,6,All Students,98,348,612,614
315629,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,7,All Students,98,329,615,613
315642,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,7,All Students,98,342,624,616
315655,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,8,All Students,94,330,616,617
315667,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,8,All Students,93,352,632,634
315679,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,3,All Students,111,310,603,602
315691,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,3,All Students,110,320,613,610
315703,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,4,All Students,109,310,604,605
315716,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,4,All Students,108,319,612,617
315729,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,5,All Students,71,296,602,600
315742,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,5,All Students,72,313,603,606
315754,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,6,All Students,81,294,601,599
315765,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,6,All Students,80,304,608,608
315776,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,7,All Students,70,308,600,607
315787,BUSHWICK ASCEND CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,7,All Students,70,316,604,612
315798,ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL (KINGS),Charters,KINGS,ELA,3,All Students,65,318,607,611
315811,ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL (KINGS),Charters,KINGS,Mathematics,3,All Students,65,342,612,616
316208,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,6,All Students,576,309,607,603
316223,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,6,All Students,587,314,603,602
316238,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,7,All Students,542,320,607,607
316252,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,7,All Students,555,322,605,607
316266,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,8,All Students,577,318,610,606
316281,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,8,All Students,477,311,606,606
316297,PS 7 LOUIS F SIMEONE (QUEENS),NYC,QUEENS,ELA,3,All Students,212,309,603,601
316310,PS 7 LOUIS F SIMEONE (QUEENS),NYC,QUEENS,Mathematics,3,All Students,216,308,604,600
316323,PS 12 JAMES B COLGATE (QUEENS),NYC,QUEENS,ELA,3,All Students,188,318,608,605
316336,PS 12 JAMES B COLGATE (QUEENS),NYC,QUEENS,Mathematics,3,All Students,187,322,611,608
316349,PS 12 JAMES B COLGATE (QUEENS),NYC,QUEENS,ELA,4,All Students,196,315,605,604
316363,PS 12 JAMES B COLGATE (QUEENS),NYC,QUEENS,Mathematics,4,All Students,201,314,610,610
316377,PS 12 JAMES B COLGATE (QUEENS),NYC,QUEENS,ELA,5,All Students,176,312,606,607
316391,PS 12 JAMES B COLGATE (QUEENS),NYC,QUEENS,Mathematics,5,All Students,181,321,607,609
316405,PS 13 CLEMENT C MOORE (QUEENS),NYC,QUEENS,ELA,3,All Students,241,313,598,597
316419,PS 13 CLEMENT C MOORE (QUEENS),NYC,QUEENS,Mathematics,3,All Students,247,311,596,598
316434,PS 13 CLEMENT C MOORE (QUEENS),NYC,QUEENS,ELA,4,All Students,263,300,602,596
316448,PS 13 CLEMENT C MOORE (QUEENS),NYC,QUEENS,Mathematics,4,All Students,270,304,603,600
316462,PS 13 CLEMENT C MOORE (QUEENS),NYC,QUEENS,ELA,5,All Students,238,302,599,600
316476,PS 13 CLEMENT C MOORE (QUEENS),NYC,QUEENS,Mathematics,5,All Students,246,310,603,603
316490,PS 14 FAIRVIEW (QUEENS),NYC,QUEENS,ELA,3,All Students,293,292,590,587
316504,PS 14 FAIRVIEW (QUEENS),NYC,QUEENS,Mathematics,3,All Students,305,294,595,591
316518,PS 14 FAIRVIEW (QUEENS),NYC,QUEENS,ELA,4,All Students,273,293,594,590
316532,PS 14 FAIRVIEW (QUEENS),NYC,QUEENS,Mathematics,4,All Students,284,289,593,594
316546,PS 14 FAIRVIEW (QUEENS),NYC,QUEENS,ELA,5,All Students,312,289,593,591
316561,PS 14 FAIRVIEW (QUEENS),NYC,QUEENS,Mathematics,5,All Students,318,287,590,585
316576,PS 16 NANCY DEBENEDITTIS SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,3,All Students,329,293,594,594
316590,PS 16 NANCY DEBENEDITTIS SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,3,All Students,343,298,595,592
316604,PS 16 NANCY DEBENEDITTIS SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,4,All Students,301,292,593,593
316617,PS 16 NANCY DEBENEDITTIS SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,4,All Students,309,297,594,596
316630,PS 16 NANCY DEBENEDITTIS SCHOOL (THE) (QUEENS),NYC,QUEENS,ELA,5,All Students,287,293,593,593
316644,PS 16 NANCY DEBENEDITTIS SCHOOL (THE) (QUEENS),NYC,QUEENS,Mathematics,5,All Students,290,306,593,597
316658,PS 19 MARINO JEANTET (QUEENS),NYC,QUEENS,ELA,3,All Students,293,301,594,594
316672,PS 19 MARINO JEANTET (QUEENS),NYC,QUEENS,Mathematics,3,All Students,294,300,594,593
316686,PS 19 MARINO JEANTET (QUEENS),NYC,QUEENS,ELA,4,All Students,323,301,597,596
316700,PS 19 MARINO JEANTET (QUEENS),NYC,QUEENS,Mathematics,4,All Students,330,298,597,597
316714,PS 19 MARINO JEANTET (QUEENS),NYC,QUEENS,ELA,5,All Students,306,289,595,596
316727,PS 19 MARINO JEANTET (QUEENS),NYC,QUEENS,Mathematics,5,All Students,308,299,596,597
316740,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,ELA,3,All Students,118,319,602,609
316755,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,Mathematics,3,All Students,120,323,601,604
316770,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,ELA,4,All Students,117,320,612,605
316784,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,Mathematics,4,All Students,121,321,608,608
316798,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,ELA,5,All Students,118,315,609,604
316811,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,Mathematics,5,All Students,116,329,612,615
316824,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,ELA,6,All Students,130,319,608,605
316838,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,Mathematics,6,All Students,129,323,609,609
316852,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,ELA,7,All Students,128,328,611,611
316866,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,Mathematics,7,All Students,127,328,613,616
316879,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,ELA,8,All Students,118,323,613,608
316892,PS 49 DOROTHY BONAWIT KOLE  (QUEENS),NYC,QUEENS,Mathematics,8,All Students,116,318,613,616
316905,IS 61 LEONARDO DA VINCI  (QUEENS),NYC,QUEENS,ELA,6,All Students,678,288,593,590
316919,IS 61 LEONARDO DA VINCI  (QUEENS),NYC,QUEENS,Mathematics,6,All Students,714,288,590,590
316933,IS 61 LEONARDO DA VINCI  (QUEENS),NYC,QUEENS,ELA,7,All Students,737,303,596,593
316947,IS 61 LEONARDO DA VINCI  (QUEENS),NYC,QUEENS,Mathematics,7,All Students,754,298,596,594
316962,IS 61 LEONARDO DA VINCI  (QUEENS),NYC,QUEENS,ELA,8,All Students,713,303,598,595
316976,IS 61 LEONARDO DA VINCI  (QUEENS),NYC,QUEENS,Mathematics,8,All Students,518,280,593,593
316990,PS 68 CAMBRIDGE (QUEENS),NYC,QUEENS,ELA,3,All Students,84,308,600,600
317004,PS 68 CAMBRIDGE (QUEENS),NYC,QUEENS,Mathematics,3,All Students,87,303,593,596
317018,PS 68 CAMBRIDGE (QUEENS),NYC,QUEENS,ELA,4,All Students,78,303,601,592
317032,PS 68 CAMBRIDGE (QUEENS),NYC,QUEENS,Mathematics,4,All Students,78,301,598,593
317046,PS 68 CAMBRIDGE (QUEENS),NYC,QUEENS,ELA,5,All Students,118,287,601,598
317060,PS 68 CAMBRIDGE (QUEENS),NYC,QUEENS,Mathematics,5,All Students,119,298,597,602
317074,PS 71 FOREST (QUEENS),NYC,QUEENS,ELA,3,All Students,92,307,597,601
317088,PS 71 FOREST (QUEENS),NYC,QUEENS,Mathematics,3,All Students,95,302,591,601
317102,PS 71 FOREST (QUEENS),NYC,QUEENS,ELA,4,All Students,82,306,598,594
317116,PS 71 FOREST (QUEENS),NYC,QUEENS,Mathematics,4,All Students,82,301,596,597
317130,PS 71 FOREST (QUEENS),NYC,QUEENS,ELA,5,All Students,115,303,600,598
317144,PS 71 FOREST (QUEENS),NYC,QUEENS,Mathematics,5,All Students,118,317,596,604
317158,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE) (QUEENS),NYC,QUEENS,ELA,6,All Students,593,305,605,602
317173,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE) (QUEENS),NYC,QUEENS,Mathematics,6,All Students,595,315,605,608
317188,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE) (QUEENS),NYC,QUEENS,ELA,7,All Students,662,312,606,606
317203,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE) (QUEENS),NYC,QUEENS,Mathematics,7,All Students,670,320,607,610
317218,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE) (QUEENS),NYC,QUEENS,ELA,8,All Students,656,317,606,606
317233,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE) (QUEENS),NYC,QUEENS,Mathematics,8,All Students,441,313,602,601
317248,IS 77 (QUEENS),NYC,QUEENS,ELA,6,All Students,229,286,595,593
317262,IS 77 (QUEENS),NYC,QUEENS,Mathematics,6,All Students,237,289,595,597
317276,IS 77 (QUEENS),NYC,QUEENS,ELA,7,All Students,287,298,597,595
317290,IS 77 (QUEENS),NYC,QUEENS,Mathematics,7,All Students,298,291,593,596
317304,IS 77 (QUEENS),NYC,QUEENS,ELA,8,All Students,312,301,595,596
317318,IS 77 (QUEENS),NYC,QUEENS,Mathematics,8,All Students,272,272,593,588
317332,PS 81 JEAN PAUL RICHTER (QUEENS),NYC,QUEENS,ELA,3,All Students,80,313,605,600
317346,PS 81 JEAN PAUL RICHTER (QUEENS),NYC,QUEENS,Mathematics,3,All Students,84,319,607,602
317360,PS 81 JEAN PAUL RICHTER (QUEENS),NYC,QUEENS,ELA,4,All Students,85,298,597,596
317374,PS 81 JEAN PAUL RICHTER (QUEENS),NYC,QUEENS,Mathematics,4,All Students,90,306,599,600
317388,PS 81 JEAN PAUL RICHTER (QUEENS),NYC,QUEENS,ELA,5,All Students,102,300,596,603
317401,PS 81 JEAN PAUL RICHTER (QUEENS),NYC,QUEENS,Mathematics,5,All Students,103,305,598,603
317414,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,ELA,3,All Students,46,325,605,608
317427,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,Mathematics,3,All Students,45,327,603,604
317440,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,ELA,4,All Students,48,317,608,603
317453,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,Mathematics,4,All Students,49,304,605,604
317466,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,ELA,5,All Students,57,304,602,601
317479,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,Mathematics,5,All Students,58,311,601,609
317492,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,ELA,6,All Students,49,297,604,603
317506,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,Mathematics,6,All Students,49,295,602,601
317520,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,ELA,7,All Students,48,313,602,604
317531,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,Mathematics,7,All Students,46,287,592,598
317542,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,ELA,8,All Students,61,319,600,604
317554,PS/IS 87 MIDDLE VILLAGE (QUEENS),NYC,QUEENS,Mathematics,8,All Students,59,294,596,600
317566,PS 88 SENECA (QUEENS),NYC,QUEENS,ELA,3,All Students,127,304,597,594
317580,PS 88 SENECA (QUEENS),NYC,QUEENS,Mathematics,3,All Students,129,304,594,600
317594,PS 88 SENECA (QUEENS),NYC,QUEENS,ELA,4,All Students,149,304,596,596
317608,PS 88 SENECA (QUEENS),NYC,QUEENS,Mathematics,4,All Students,148,304,599,598
317622,PS 88 SENECA (QUEENS),NYC,QUEENS,ELA,5,All Students,143,296,595,592
317636,PS 88 SENECA (QUEENS),NYC,QUEENS,Mathematics,5,All Students,146,303,596,594
317650,PS 89 ELMHURST (QUEENS),NYC,QUEENS,ELA,3,All Students,295,309,597,598
317664,PS 89 ELMHURST (QUEENS),NYC,QUEENS,Mathematics,3,All Students,302,307,597,598
317678,PS 89 ELMHURST (QUEENS),NYC,QUEENS,ELA,4,All Students,315,310,602,602
317692,PS 89 ELMHURST (QUEENS),NYC,QUEENS,Mathematics,4,All Students,325,304,601,601
317706,PS 89 ELMHURST (QUEENS),NYC,QUEENS,ELA,5,All Students,306,304,603,603
317720,PS 89 ELMHURST (QUEENS),NYC,QUEENS,Mathematics,5,All Students,313,311,604,602
317734,PS 91 RICHARD ARKWRIGHT (QUEENS),NYC,QUEENS,ELA,3,All Students,110,303,602,603
317748,PS 91 RICHARD ARKWRIGHT (QUEENS),NYC,QUEENS,Mathematics,3,All Students,113,307,603,596
317762,PS 91 RICHARD ARKWRIGHT (QUEENS),NYC,QUEENS,ELA,4,All Students,102,297,599,602
317776,PS 91 RICHARD ARKWRIGHT (QUEENS),NYC,QUEENS,Mathematics,4,All Students,104,293,595,602
317790,PS 91 RICHARD ARKWRIGHT (QUEENS),NYC,QUEENS,ELA,5,All Students,91,300,596,597
317803,PS 91 RICHARD ARKWRIGHT (QUEENS),NYC,QUEENS,Mathematics,5,All Students,94,302,596,595
317816,IS 93 RIDGEWOOD  (QUEENS),NYC,QUEENS,ELA,6,All Students,349,297,599,599
317831,IS 93 RIDGEWOOD  (QUEENS),NYC,QUEENS,Mathematics,6,All Students,360,299,597,598
317846,IS 93 RIDGEWOOD  (QUEENS),NYC,QUEENS,ELA,7,All Students,355,304,600,599
317861,IS 93 RIDGEWOOD  (QUEENS),NYC,QUEENS,Mathematics,7,All Students,353,303,600,600
317876,IS 93 RIDGEWOOD  (QUEENS),NYC,QUEENS,ELA,8,All Students,338,309,599,600
317891,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,ELA,3,All Students,119,316,605,602
317906,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,Mathematics,3,All Students,122,318,605,607
317920,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,ELA,4,All Students,144,317,614,607
317934,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,Mathematics,4,All Students,149,322,613,610
317948,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,ELA,5,All Students,160,308,606,605
317962,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,Mathematics,5,All Students,159,325,609,613
317976,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,ELA,6,All Students,149,307,609,609
317990,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,Mathematics,6,All Students,149,324,612,610
318004,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,ELA,7,All Students,139,324,607,608
318018,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,Mathematics,7,All Students,141,323,609,611
318032,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,ELA,8,All Students,147,327,610,608
318046,PS 102 BAYVIEW (QUEENS),NYC,QUEENS,Mathematics,8,All Students,124,331,611,609
318060,PS 110 (QUEENS),NYC,QUEENS,ELA,3,All Students,175,310,595,594
318071,PS 110 (QUEENS),NYC,QUEENS,Mathematics,3,All Students,178,332,602,600
318082,PS 110 (QUEENS),NYC,QUEENS,ELA,4,All Students,127,311,595,596
318094,PS 110 (QUEENS),NYC,QUEENS,Mathematics,4,All Students,132,311,600,597
318106,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,ELA,3,All Students,80,317,609,608
318120,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,Mathematics,3,All Students,80,313,606,610
318134,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,ELA,4,All Students,94,325,605,604
318147,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,Mathematics,4,All Students,95,322,606,608
318160,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,ELA,5,All Students,90,314,608,607
318173,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,Mathematics,5,All Students,91,330,608,608
318187,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,ELA,6,All Students,101,310,609,607
318201,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,Mathematics,6,All Students,101,329,605,615
318215,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,ELA,7,All Students,98,321,607,610
318228,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,Mathematics,7,All Students,98,320,603,609
318241,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,ELA,8,All Students,97,329,611,608
318254,PS/IS 113 ANTHONY J PRANZO (QUEENS),NYC,QUEENS,Mathematics,8,All Students,94,321,612,610
318266,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,ELA,3,All Students,113,341,615,619
318280,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,Mathematics,3,All Students,113,343,613,617
318294,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,ELA,4,All Students,112,338,617,610
318307,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,Mathematics,4,All Students,112,343,616,616
318320,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,ELA,5,All Students,114,311,613,612
318334,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,Mathematics,5,All Students,113,324,610,614
318348,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,ELA,6,All Students,221,327,612,610
318363,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,Mathematics,6,All Students,224,329,608,612
318378,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,ELA,7,All Students,214,327,617,610
318393,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,Mathematics,7,All Students,209,329,614,610
318408,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,ELA,8,All Students,153,327,615,615
318422,IS 119 GLENDALE (THE) (QUEENS),NYC,QUEENS,Mathematics,8,All Students,45,285,594,593
318434,IS 125 THOMAS J MCCANN WOODSIDE (QUEENS),NYC,QUEENS,ELA,6,All Students,346,306,602,602
318450,IS 125 THOMAS J MCCANN WOODSIDE (QUEENS),NYC,QUEENS,Mathematics,6,All Students,363,308,602,602
318466,IS 125 THOMAS J MCCANN WOODSIDE (QUEENS),NYC,QUEENS,ELA,7,All Students,505,315,606,604
318481,IS 125 THOMAS J MCCANN WOODSIDE (QUEENS),NYC,QUEENS,Mathematics,7,All Students,522,312,606,607
318496,IS 125 THOMAS J MCCANN WOODSIDE (QUEENS),NYC,QUEENS,ELA,8,All Students,508,311,604,605
318511,IS 125 THOMAS J MCCANN WOODSIDE (QUEENS),NYC,QUEENS,Mathematics,8,All Students,141,299,602,599
318525,PS 143 LOUIS ARMSTRONG (QUEENS),NYC,QUEENS,ELA,3,All Students,241,293,589,589
318538,PS 143 LOUIS ARMSTRONG (QUEENS),NYC,QUEENS,Mathematics,3,All Students,249,290,588,591
318551,PS 143 LOUIS ARMSTRONG (QUEENS),NYC,QUEENS,ELA,4,All Students,227,287,590,587
318564,PS 143 LOUIS ARMSTRONG (QUEENS),NYC,QUEENS,Mathematics,4,All Students,235,283,590,588
318577,PS 143 LOUIS ARMSTRONG (QUEENS),NYC,QUEENS,ELA,5,All Students,241,278,588,588
318590,PS 143 LOUIS ARMSTRONG (QUEENS),NYC,QUEENS,Mathematics,5,All Students,250,289,589,592
318603,PS 153 MASPETH ELEMENTARY (QUEENS),NYC,QUEENS,ELA,3,All Students,146,319,606,606
318617,PS 153 MASPETH ELEMENTARY (QUEENS),NYC,QUEENS,Mathematics,3,All Students,146,325,606,607
318631,PS 153 MASPETH ELEMENTARY (QUEENS),NYC,QUEENS,ELA,4,All Students,164,314,608,601
318644,PS 153 MASPETH ELEMENTARY (QUEENS),NYC,QUEENS,Mathematics,4,All Students,168,317,608,604
318657,PS 153 MASPETH ELEMENTARY (QUEENS),NYC,QUEENS,ELA,5,All Students,163,319,608,606
318670,PS 153 MASPETH ELEMENTARY (QUEENS),NYC,QUEENS,Mathematics,5,All Students,163,325,606,606
318683,PS 153 MASPETH ELEMENTARY (QUEENS),NYC,QUEENS,ELA,6,All Students,118,302,605,603
318696,PS 153 MASPETH ELEMENTARY (QUEENS),NYC,QUEENS,Mathematics,6,All Students,121,311,604,602
318709,PS 199 MAURICE A FITZGERALD (QUEENS),NYC,QUEENS,ELA,3,All Students,112,310,601,597
318723,PS 199 MAURICE A FITZGERALD (QUEENS),NYC,QUEENS,Mathematics,3,All Students,117,314,599,596
